name,rubro,email,phone,whatsapp,best_outreach_number,address,city,province,website,instagram,facebook,linkedin,source,lead_score,lead_tier,contact_channel
Expreso Oro Negro SA,Encomiendas,gerenciaes@expresooronegro.com,+542945456007,+5491163774174,+5491163774174,A P Justo 243,Esquel - Chubut,,http://www.expresooronegro.com,https://www.instagram.com/expresooronegro/,https://www.facebook.com/ExpresoOroNegro/,https://www.linkedin.com/company/expreso-oro-negro/,Paginas Amarillas,95,A,whatsapp
Gestoría Monserrat,Gestorias,gabrielabarreto868@gmail.com,+541143810299,+5491155019113,+5491155019113,San José 617 3 13,Monserrat - Ciudad de Buenos Aires,,http://www.gestoriageneralmonserrat.com,https://www.instagram.com/gestor.gabriela/,https://www.facebook.com/mandatariagabriela,https://www.linkedin.com/in/gabriela-barreto-b091b427/,Paginas Amarillas,95,A,whatsapp
Transportes Messina SA,Logistica,calidad@transportesmessina.com.ar,+542614215859,+5492615654823,+5492615654823,"Lateral Sur Acceso Este Km. 7,5",Guaymallén - Mendoza,,https://www.messinatransportes.com,https://www.instagram.com/transportesmessina,https://www.facebook.com/transportesmessina/,https://ar.linkedin.com/company/transportes-messina-s-a,Paginas Amarillas,95,A,whatsapp
Soledadcommunity,Marketing,soledadcommunity@gmail.com,+5491134433666,+5491134433666,+5491134433666,Gral Guido 1737,Recoleta - Ciudad de Buenos Aires,,http://www.soledadcommunity.com,https://www.instagram.com/soledadcommunity/?hl=es,https://www.facebook.com/Soledadcommunity,https://www.linkedin.com/in/soledad-espinosa-1b09321b1,Paginas Amarillas,95,A,whatsapp
Hinoki SRL,Mecanizado,hinokiingenieria@gmail.com,+5491136710048,+5491136710048,+5491136710048,José de Andonaegui 3064,Hurlingham - Buenos Aires,,http://www.hinokiingenieria.com,https://www.instagram.com/hinokiingenieria/,https://www.facebook.com/hinokiingenieria,https://www.linkedin.com/company/hinoki-ingenier%C3%ADa-sas/,Paginas Amarillas,95,A,whatsapp
Academic Excellence,Organizacion De Eventos,mariaquirogaetchepa@gmail.com,+5492494214441,+5492494214441,+5492494214441,Mitre 792,Ayacucho - Buenos Aires,,http://www.academicexcellance.com,https://www.instagram.com/academicexcell/,https://www.facebook.com/academic.excell/,https://www.linkedin.com/in/academic-excellance/,Paginas Amarillas,95,A,whatsapp
Atenas Torres - Ceremonial Protocolo e Imagen,Organizacion De Eventos,atenas.ceremonial@gmail.com,+5493873591556,+5493873591556,+5493873591556,Tacuari 32 S/N Av rivadavia,Monserrat - Ciudad de Buenos Aires,,http://www.atenastorres.com.ar,https://www.instagram.com/atenasdelpilartorres/,https://www.facebook.com/atenasdelpilar,https://www.linkedin.com/in/atenas-del-pilar-torres-38a719187/?originalSubdomain=ar,Paginas Amarillas,95,A,whatsapp
Javier Roberto Taberner,Psicologos,javiertabernerok@gmail.com,+5491164502112,+5491164502112,+5491164502112,25 de mayo 432 S/N,Morón - Buenos Aires,,http://www.javier-taberner.com,https://www.instagram.com/consultorpsi.javier,https://www.facebook.com/counselorjaviertaberner,https://ar.linkedin.com/in/javier-taberner-a2a44284,Paginas Amarillas,95,A,whatsapp
Lic. Alicia Godoy Guibert,Psicologos,lic.aliciagodoy@gmail.com,+5491154944519,+5491154944519,+5491154944519,O'Higgins 4217,Nuñez - Ciudad de Buenos Aires,,https://www.aliciagodoy.com/,https://instagram.com/psicologa.aliciagodoy,https://www.facebook.com/lic.aliciagodoy,https://www.linkedin.com/in/aliciagodoyguibert/,Paginas Amarillas,95,A,whatsapp
Epsa Recursos Humanos y Gestión de Calidad,Recursos Humanos,v.vetter.epsa@gmail.com,+5493751307574,+5493751307574,+5493751307574,Malvinas 1691,Eldorado - Misiones,,http://www.consultoraepsa.com,https://www.instagram.com/epsarrhh,https://www.facebook.com/epsa.recursoshumanos,https://www.linkedin.com/company/consultoraepsa/?originalSubdomain=ar,Paginas Amarillas,95,A,whatsapp
Interlingua,Traductores,info@interlingua.com.ar,+5491157423967,+5491157423967,+5491157423967,Lavalle 482 Piso 9,Centro (San Nicolás) - Ciudad de Buenos Aires,,http://www.interlingua.com.ar,https://www.instagram.com/interlingua_srl/,https://www.facebook.com/interlinguasrl,https://ar.linkedin.com/company/interlingua-s.r.l.,Paginas Amarillas,95,A,whatsapp
Aberturas Abadia,Aberturas,abadiacerramientos@gmail.com,+5491151402996,+5491151402996,+5491151402996,Los Matreros 4039,Ituzaingo - Buenos Aires,,http://www.aberturas-abadia.com,https://www.instagram.com/aberturas.abadia2020/,https://www.facebook.com/cerramientos.abadia.1,,Paginas Amarillas,93,A,whatsapp
Aberturas del Pilar,Aberturas,adppresupuesto@hotmail.com,+542304420798,+5491165885331,+5491165885331,J E Uriburu 555,Pilar - Buenos Aires,,http://www.aberturasdelpilar.com.ar,https://instagram.com/aberturas_delpilar?igshid=ZjE2NGZiNDQ=,https://www.facebook.com/aberturas-del-pilar-111547623597539,,Paginas Amarillas,93,A,whatsapp
Aberturas Godoy Oscar,Aberturas,info@aberturasgodoy.com,+542323490088,+5492323540096,+5492323540096,Colectora Av Gaona 2944,Luján - Buenos Aires,,http://www.aberturasgodoy.com,https://www.instagram.com/aberturas.godoy/,https://www.facebook.com/godoyaberturas,,Paginas Amarillas,93,A,whatsapp
Aberturas Génesis,Aberturas,mel_27_3@hotmail.com,+5493415526091,+5493415526091,+5493415526091,Urquiza 1816,Villa Gobernador Gálvez - Santa Fe,,http://www.aberturasgenesis.com,https://www.instagram.com/aberturasgenesis/,https://www.facebook.com/damimacera,,Paginas Amarillas,93,A,whatsapp
Aberturas las Flores,Aberturas,aberturaslasflores_cba@hotmail.com,+5493516126339,+5493516126339,+5493516126339,Av V Sársfield 3884,Córdoba - Cordoba,,https://www.instagram.com/aberturas_lasflores/?hl=es-la,https://www.instagram.com/aberturas_lasflores/?hl=es-la,https://www.facebook.com/aberturaslasflorescba,,Paginas Amarillas,93,A,whatsapp
Alumac Cerramientos,Aberturas,alumac_@hotmail.com,+5492214115910,+5492214115910,+5492214115910,Av 60 2884,Los Hornos - Buenos Aires,,https://www.alumacaberturas.com.ar/,https://www.instagram.com/alumacaberturas/,https://www.facebook.com/alumac.cerramientos,,Paginas Amarillas,93,A,whatsapp
Alumed,Aberturas,alumed2011@hotmail.com,+5492494336549,+5492494336549,+5492494336549,Gral Arenales 800,Tandil - Buenos Aires,,http://www.alumedcenal.com,https://www.instagram.com/alumed2011/,https://www.facebook.com/alumed.cenal,,Paginas Amarillas,93,A,whatsapp
Cerrajería Villa del Parque,Aberturas,cerrajeriavilladelparque@hotmail.com.ar,+541145019400,+5491150534742,+5491150534742,P Lozano 3150,Villa del Parque - Ciudad de Buenos Aires,,http://www.cerrajeriavilladelparque.com,https://www.instagram.com/cerrajeriavdp/,https://www.facebook.com/cerrajeriavdelparque,,Paginas Amarillas,93,A,whatsapp
Cerramientos Mosconi,Aberturas,cmglasscristales@gmail.com,+5493512524207,+5493512524207,+5493512524207,Esteban Echeverria 1432,Córdoba - Cordoba,,http://www.cerramientosmosconihnos.com,https://www.instagram.com/cerramientos.mosconihnos/,https://www.facebook.com/mosconihnos,,Paginas Amarillas,93,A,whatsapp
Deco Surprises RM - Decoración Con Globos y Desayunos a Domicilio,Aberturas,decosurprisesr.m@gmail.com,+5491154854197,+5491130320306,+5491130320306,Oncativo 1235,Lanús - Buenos Aires,,http://www.decosurprisesrm.com,https://www.instagram.com/decosurprisesr.m/?hl=es,https://www.facebook.com/deco-surprises-rm-107323147765566,,Paginas Amarillas,93,A,whatsapp
Occhipinti Hnos. SA,Aberturas,ingenieria@occhipintisa.com,+541146523027,+5491127317049,+5491127317049,J A Cabrera 348,Lomas del Mirador - Buenos Aires,,http://www.occhipintisa.com,https://www.instagram.com/occhipintihnossa/,https://www.facebook.com/occhipinti.hnossa/,,Paginas Amarillas,93,A,whatsapp
San Vicente - Corralón Maderera,Aberturas,dieguiitoo.32@gmail.com,+5491168455252,+5491168455252,+5491168455252,Av José Dalco Domenech 2003,Pilar - Buenos Aires,,http://www.madererasanvicente.com,https://www.instagram.com/maderera.sanvicente/,https://www.facebook.com/fernando.gago.77964,,Paginas Amarillas,93,A,whatsapp
Sur Aberturas,Aberturas,gruposuraberturas@gmail.com,+5492494642280,+5492494642280,+5492494642280,L De La Torre 950,Tandil - Buenos Aires,,http://www.gruposuraberturas.com,https://www.instagram.com/gruposur_aberturas/,https://www.facebook.com/profile,,Paginas Amarillas,93,A,whatsapp
Todo Aberturas Villa Elisa,Aberturas,todoaberturas-sag@hotmail.com,+5492215417093,+5492215417093,+5492215417093,Camino Gral Belgrano 209,Villa Elisa - Buenos Aires,,http://www.todoaberturasvillaelisa.com,https://www.instagram.com/todoaberturasvillaelisa/?hl=es-la,https://www.facebook.com/todo-aberturas-1719434488344200,,Paginas Amarillas,93,A,whatsapp
Vidriería Olavarría,Aberturas,olavarriavidrieria@hotmail.com,+542284450977,+5492284585603,+5492284585603,Av Pellegrini 1928,Olavarría - Buenos Aires,,https://vidrieriaolavarria.negocio.site/,https://www.instagram.com/vidrieriaolavarria/,https://www.facebook.com/vidrieriaolavarria,,Paginas Amarillas,93,A,whatsapp
Dr. Miguel Ángel Molina - Abogado Penalista,Abogados,mikemolina33@gmail.com,+5492215456528,+5492215456528,+5492215456528,Calle 12 817 Piso 5,La Plata - Buenos Aires,,http://www.abogadomiguelmolina.com,https://www.instagram.com/mikeamolina/,https://www.facebook.com/mikemolina33,,Paginas Amarillas,93,A,whatsapp
Estudio Jurídico Argañaraz Giraldi,Abogados,londradanisa@gmail.com,+5493564624733,+5493564624733,+5493564624733,Mitre 323,Porteña - Cordoba,,http://www.estudiojuridicoarganarazgiraldi.com,https://www.instagram.com/estudioarganarazgiraldi/,https://www.facebook.com/61584081120285,,Paginas Amarillas,93,A,whatsapp
Estudio Jurídico Barletta / Ward Barletta Abogada,Abogados,clientes@estudiojuridicobarletta.com,+5492281502831,+5492494375911,+5492494375911,4 De Abril 1270,Tandil - Buenos Aires,,http://www.estudiojuridicobarletta.com,https://www.instagram.com/wardmariapaula/,https://www.facebook.com/100040376419836,,Paginas Amarillas,93,A,whatsapp
Estudio Jurídico Flavia Cortes,Abogados,estudio.fcortes@gmail.com,+5493487543095,+5493487543095,+5493487543095,G Quirno 355,Zárate - Buenos Aires,,http://www.estudiojuridicoflaviacortes.com,https://www.instagram.com/estudiojuridicocortes,https://www.facebook.com/100033242653273,,Paginas Amarillas,93,A,whatsapp
Estudio Jurídico Giangreco Abogada Dra Giangreco María de los Ángeles,Abogados,maangelesgiangreco@hotmail.com,+5493413573079,+5493413573079,+5493413573079,Cochabamba 414,Rosario - Santa Fe,,http://www.estudiojuridicogiangreco.com,https://www.instagram.com/estudio.juridico_giangreco/?igsh=aXR6NHh5Y2M1NThz,https://www.facebook.com/profile.php?id=100054309709197,,Paginas Amarillas,93,A,whatsapp
Estudio Jurídico Rg y Asociados,Abogados,estudiojuridicorg.nqn@gmail.com,+5492994611027,+5491154611027,+5491154611027,Av J Riavitz 186 Piso 1,Plottier - Neuquen,,http://www.rgestudiojuridico.com,https://www.instagram.com/estudio_juridico_rg.asoc/,https://www.facebook.com/rgyasocestudiojuridico,,Paginas Amarillas,93,A,whatsapp
Estudio Jurídico Villaverde y Asociados,Abogados,info@estudiojuridicoyasoc.com,+5491160300289,+5491160300289,+5491160300289,Av R Balbín 1044 Piso 4,San Miguel - Buenos Aires,,https://www.estudiojuridicoyasoc.com/,https://www.instagram.com/estudio_villaverde/,https://www.facebook.com/estudio-jur%c3%addico-villaverde-y-asociados-102417742281144,,Paginas Amarillas,93,A,whatsapp
Estudio Mottard Abogados,Abogados,abogados_vm@hotmail.com,+5491149151300,+5491149151300,+5491149151300,Av J M De Rosas 3915,San Justo - Buenos Aires,,http://www.estudiomottard.com,https://www.instagram.com/abogada_on_line/,https://www.facebook.com/estudiomottard,,Paginas Amarillas,93,A,whatsapp
Fucile & Asociados,Abogados,estudiojuridicofucile@hotmail.com,+5492204037276,+5491131916022,+5491131916022,Juncal 253 Piso 4,Merlo - Buenos Aires,,http://www.estudiojuridicofucile.com,https://www.instagram.com/estudiojuridicofucile/,https://www.facebook.com/profile,,Paginas Amarillas,93,A,whatsapp
Legale Estudio Jurídico,Abogados,tomasbernal@tblegalstudio.com,+5492994615435,+5492994615435,+5492994615435,suipacha 328,Cuatro Esquinas - Rio Negro,,https://www.legale-juridico.com/,https://www.instagram.com/legale.estudiojuridico/,https://www.facebook.com/61576949814832,,Paginas Amarillas,93,A,whatsapp
Autoescuela Kely,Academias,kelyautoescuela@hotmail.com,+541146202747,+5491154765756,+5491154765756,Av De Bevilacqua 1895,Ciudad Evita - Buenos Aires,,http://www.autoescuelakely.com.ar,https://www.instagram.com/autoescuelakely/?hl=es-la,https://www.facebook.com/kely-autoescuela-175822482498169,,Paginas Amarillas,93,A,whatsapp
Colegio del Libertador,Academias,libertadorcolegioadmi@gmail.com,+5491144471763,+5491144471763,+5491144471763,Bruselas 2157,Isidro Casanova - Buenos Aires,,http://www.colegiodellibertador.com,https://www.instagram.com/colegiodellibertador,https://www.facebook.com/Colegio-Del-Libertador-100064300351141/,,Paginas Amarillas,93,A,whatsapp
Iglesia el Redil de Cristo. Radio Fm Antorcha 101.7,Academias,pastorsensini@gmail.com,+543414829921,+5493415004134,+5493415004134,San Martín 3227,Rosario - Santa Fe,,http://www.oscarsensini.com,https://www.instagram.com/elredildecristo/,https://www.facebook.com/elredildecristo,,Paginas Amarillas,93,A,whatsapp
Liverpool School,Academias,budmanpatricia@gmail.com,+5493518637350,+54563518637350,+54563518637350,A Pereyra 343,Córdoba - Cordoba,,http://www.liverpool-school.com,https://www.instagram.com/liverpoolschool/,https://www.facebook.com/liverpoolschoolargentina/,,Paginas Amarillas,93,A,whatsapp
Nuevo Instituto Cosmetológico SA,Academias,nic@nuevoinstituto.com.ar,+542914524763,+5492916437269,+5492916437269,Estomba 273,Bahía Blanca - Buenos Aires,,http://www.nuevoinstituto.com,https://www.instagram.com/nuevo_instituto/,https://www.facebook.com/nuevoinstituto.cosmetologico,,Paginas Amarillas,93,A,whatsapp
Primaria San Simón,Academias,primariasansimon@gmail.com,+542214213454,+5492214277292,+5492214277292,45 316,La Plata - Buenos Aires,,https://www.sansimon.com.ar/,https://www.instagram.com/escuelasansimon/,https://www.facebook.com/escuelasansimonlaplata,,Paginas Amarillas,93,A,whatsapp
Bazar Londres,Acero,bazar_londres@hotmail.com,+5492216433589,+5492216433589,+5492216433589,12 1284,La Plata - Buenos Aires,,http://www.bazarlondreslaplata.com,https://www.instagram.com/bazar.londres/?hl=es,https://www.facebook.com/bazarlondres.laplata,,Paginas Amarillas,93,A,whatsapp
Equipamientos Natali - Equipamiento Gastronómico y Bazar,Acero,equipamientosnatali@gmail.com,+542304430108,+5491130743823,+5491130743823,Colectora 12 de Octubre 5135,Pilar - Buenos Aires,,http://www.equipamientosnatali.com,https://instagram.com/equipamientosnatali,https://www.facebook.com/equipamientos-natali-308645079921597,,Paginas Amarillas,93,A,whatsapp
Estametal - Flejes de Acero,Acero,administracion@estametal.com,+541146520175,+5491140751377,+5491140751377,R Sáenz Peña 3630,Lomas del Mirador - Buenos Aires,,http://www.estametal.com,https://www.instagram.com/estametal.flejesdeacero/,https://www.facebook.com/Estametal.flejesdeacero/,,Paginas Amarillas,93,A,whatsapp
Famiglia Castiglione,Acero,mortega@castiglionesa.com,+5492617126584,+5492617126584,+5492617126584,Rodríguez Peña 4950,Maipú - Mendoza,,http://www.famigliacastiglione.com,https://www.instagram.com/reel/DCU8B1MoOCx/,https://www.facebook.com/castiglione.sa,,Paginas Amarillas,93,A,whatsapp
Jaz Industrial,Acero,jazseguridadindustrial@gmail.com,+5492995969767,+5492995969767,+5492995969767,Chascomus y Rio Colorado Lote 9 Parque Industrial,Plottier - Neuquen,,http://www.jazindustrialnqn.com,https://www.instagram.com/jazindustrial/?hl=es,https://www.facebook.com/jaz-industrial-1927003454292146,,Paginas Amarillas,93,A,whatsapp
Jb Joyas,Acero,gurquizablanco@gmail.com,+5491157668039,+5491171735351,+5491171735351,Jose Maria Pena 560 1 B,Lomas de Zamora - Buenos Aires,,http://www.jb-joyas.com,https://www.instagram.com/jb.joyas_,https://www.facebook.com/61566789429316,,Paginas Amarillas,93,A,whatsapp
La Casa del Galvanizado,Acero,info@casadelgalvanizado.com.ar,+543462424885,+5493462601499,+5493462601499,Maipú 1367,Venado Tuerto - Santa Fe,,http://www.lacasadelgalvanizado.com,https://www.instagram.com/lacasadelgalvanizado/,https://www.facebook.com/id=61579777163030,,Paginas Amarillas,93,A,whatsapp
Maderera Guernica Catem,Acero,madereraguernica@yahoo.com.ar,+541121109067,+5491160308009,+5491160308009,Brasil 36,Guernica - Buenos Aires,,http://www.madereraguernica.com,https://www.instagram.com/maderera_guernica/,https://www.facebook.com/100082797636066,,Paginas Amarillas,93,A,whatsapp
Metalúrgica Hermann SRL,Acero,info@hermann.com.ar,+543446493090,+5493446640895,+5493446640895,Parque Industrial S/N,Gualeguaychú - Entre Rios,,https://hermann.com.ar/,https://www.instagram.com/metalurgica.hermann/,https://www.facebook.com/metalurgicahermann,,Paginas Amarillas,93,A,whatsapp
Metalúrgica Ibarra,Acero,info@metalurgicaibarra.com.ar,+5491166332013,+5491166332013,+5491166332013,Directorio 1302,Tortuguitas - Buenos Aires,,https://www.metalurgicaibarra.com.ar/,https://www.instagram.com/metalurgica_ibarra/,https://www.facebook.com/metalurgica-ibarra-162371333968115,,Paginas Amarillas,93,A,whatsapp
Meviel SRL Amoblamientos Johnson,Acero,mevielsrl@gmail.com,+542344451899,+5492344428674,+5492344428674,L M Saavedra 3780,Saladillo - Buenos Aires,,http://www.meviel.com.ar,https://www.instagram.com/mevielsrl/,https://www.facebook.com/meviel-srl-100063680166881,,Paginas Amarillas,93,A,whatsapp
Prodelimp,Acero,ventas@prodelimp.com.ar,+542324423664,+5492324690314,+5492324690314,Calle 26 951,Mercedes - Buenos Aires,,http://www.prodelimp.com.ar,https://www.instagram.com/prodelimp.srl/,https://www.facebook.com/prodelimp.com.ar,,Paginas Amarillas,93,A,whatsapp
Quimica Yala SRL,Acero,quimicayala@gmail.com,+543884259228,+5493885886818,+5493885886818,L Bárcena 65,San Salvador de Jujuy - Jujuy,,http://www.quimicayala.com,https://www.instagram.com/quimicayalasrl/,https://www.facebook.com/quimica-yala-srl-103904861164345,,Paginas Amarillas,93,A,whatsapp
Cooperativa Agrícola Ganadera - Arroyo Cabral Ltda,Acopio De Cereales,info@cooparroyocabral.com.ar,+543534877018,+5493534807018,+5493534807018,E Piacenza 480,Arroyo Cabral - Cordoba,,www.cooparroyocabral.com.ar,https://www.instagram.com/cooparroyocabral/?hl=es,https://www.facebook.com/cooparroyocabral,,Paginas Amarillas,93,A,whatsapp
Agnello Inmobiliaria,Administracion De Consorcios,agnellorolando@gmail.com,+543644422484,+5493644500951,+5493644500951,25 De Mayo 969,Presidencia Roque Sáenz Peña - Chaco,,www.agnelloinmobiliaria.com,https://www.instagram.com/agnelo.inmobiliaria,https://www.facebook.com/agnelloinmobiliaria,,Paginas Amarillas,93,A,whatsapp
Inmobiliaria Belprop,Administracion De Consorcios,mariela@belprop.com,+541147171200,+5491167256945,+5491167256945,Dorrego 2150,Martínez - Buenos Aires,,http://www.belprop.com,https://www.instagram.com/belprop/?hl=es-la,https://www.facebook.com/belprop.inmobiliaria,,Paginas Amarillas,93,A,whatsapp
Inmobiliaria Ottonelli - Seguridad y Confianza,Administracion De Consorcios,ottoinmo@hotmail.com,+542346420090,+5492346553279,+5492346553279,Colón 17,Chivilcoy - Buenos Aires,,http://www.ottonelli-inmo.com,https://www.instagram.com/ottonelli.inmobiliaria/?igshid=NTc4MTIwNjQ2YQ%3D%3D,https://www.facebook.com/inmobiliariaottonelli,,Paginas Amarillas,93,A,whatsapp
Inmobiliaria Salerno,Administracion De Consorcios,info@inmobiliariasalerno.com,+542234943916,+5492236880360,+5492236880360,Corrientes 1820,Mar del Plata - Buenos Aires,,http://www.inmobiliariasalerno.com,https://www.instagram.com/inmobiliariasalernoyasoc/,https://www.facebook.com/inmobiliariasalerno,,Paginas Amarillas,93,A,whatsapp
Inmobiliaria Tittarelli,Administracion De Consorcios,mosso.tittarelli@gmail.com,+542617074398,+5492617074398,+5492617074398,Pueyrredón 2421,Chacras de Coria - Mendoza,,https://www.inmotittarelli.com.ar/,https://www.instagram.com/inmobiliariatittarelli/,https://www.facebook.com/InmobiliariaTittarelli/,,Paginas Amarillas,93,A,whatsapp
Juan Abeldaño Consultoría Inmobiliaria & Tramites Online,Administracion De Consorcios,jjapropiedades@hotmail.com,+5493534091766,+5493534091766,+5493534091766,Sarmiento Blvd 2255,Villa María - Cordoba,,http://www.consultorainmobiliariaja.com,https://www.instagram.com/consultorinmobiliaria,https://www.facebook.com/jagestoriaintegral,,Paginas Amarillas,93,A,whatsapp
Oscar Acuña Propiedades,Administracion De Consorcios,oscar@oapropiedades.com,+5491133214144,+5491133214144,+5491133214144,Cnel Bonorino 32,Palermo Hollywood - Ciudad de Buenos Aires,,http://www.oapropiedades.com,https://www.instagram.com/oscarpropiedades/?hl=es-la,https://www.facebook.com/oscar-acu%c3%b1a-propiedades-107961160892188,,Paginas Amarillas,93,A,whatsapp
Yosel Cartey Inmobiliaria,Administracion De Consorcios,catacartey@hotmail.com,+543364427271,+5493364189729,+5493364189729,De La Nación 412,San Nicolás - Buenos Aires,,https://inmobiliariacartey.com.ar/,https://www.instagram.com/inmobiliariacartey/,https://www.facebook.com/inmobiliariacartey,,Paginas Amarillas,93,A,whatsapp
Elima Tur Empresa de Viajes y Turismo,Agencias De Viaje,edith@elimatur.com.ar,+5493406519514,+5493406519514,+5493406519514,Sarmiento 1061,San Jorge - Santa Fe,,http://www.elimatur.com.ar,https://www.instagram.com/elimaturok/,https://www.facebook.com/elimatur,,Paginas Amarillas,93,A,whatsapp
Solujo Travel - Evt - Leg 14991,Agencias De Viaje,ventas@solujotravel.com,+5492966214688,+5492966214688,+5492966214688,Av San Martín 517 Piso 1,Puerto San Julián - Santa Cruz,,http://www.solujotravel.com,https://www.instagram.com/solujotravel/,https://www.facebook.com/profile100069476325082,,Paginas Amarillas,93,A,whatsapp
UP Down Viajes,Agencias De Viaje,info@updownviajes.tur.ar,+5492215865952,+5492215865952,+5492215865952,66 Bis 1288,La Plata - Buenos Aires,,https://updownviajes.tur.ar/,https://www.instagram.com/up_down_viajes/?hl=es-la,https://www.facebook.com/updownviajes,,Paginas Amarillas,93,A,whatsapp
Agrimensor Hugo e Naser - Mensura-Subdivisión-Estado Parcelario Ley 10707,Agrimensores,agrimensornaser@gmail.com,+541142448157,+5491536393235,+5491536393235,Azara 356,Lomas de Zamora - Buenos Aires,,http://www.estudiodeagrimensuranaser.com,https://www.instagram.com/agrimensor_naser/,https://www.facebook.com/estudionaser,,Paginas Amarillas,93,A,whatsapp
P & P Agrimensura,Agrimensores,wilfredopozzi@hotmail.com,+543498427951,+5493498408808,+5493498408808,25 De Mayo 2621,San Justo - Santa Fe,,http://www.pypagrimensura.com,https://www.instagram.com/pypagrimensura/?hl=es-la,https://www.facebook.com/pyp-agrimensura-486968895148875,,Paginas Amarillas,93,A,whatsapp
El Abrazo de la Higuera - Sacha,Agroquimicos,sacha.terapias@gmail.com,+5491130124972,+5491130124972,+5491130124972,E López 2649,Pilar - Buenos Aires,,http://www.sachaterapias.com,https://www.instagram.com/sacha.terapias/?hl=hu,https://www.facebook.com/MiUniversoSacha,,Paginas Amarillas,93,A,whatsapp
Fumigaciones Solution Pest,Agroquimicos,solutionpestlp@gmail.com,+5492213611914,+5492213611914,+5492213611914,Avenida 60 1793,La Plata - Buenos Aires,,http://www.fumigacionessolutionpest.com,https://www.instagram.com/solutionpestok,https://www.facebook.com/solutionpestok,,Paginas Amarillas,93,A,whatsapp
